bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types
180,4320,2024-06-11T01:30:05Z,2024-06-11T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T01:30:05Z,None
620,28450,2024-06-11T02:45:18Z,2024-06-11T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T02:45:18Z,None
1250,65400,2024-06-11T04:10:40Z,2024-06-11T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T04:10:40Z,None
210,5120,2024-06-11T05:25:11Z,2024-06-11T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T05:25:11Z,None
430,18900,2024-06-11T06:40:55Z,2024-06-11T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T06:40:55Z,None
150,7650,2024-06-11T07:55:22Z,2024-06-11T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T07:55:22Z,None
890,42100,2024-06-11T09:10:05Z,2024-06-11T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T09:10:05Z,None
310,11200,2024-06-11T10:25:37Z,2024-06-11T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T10:25:37Z,None
540,22300,2024-06-11T11:40:42Z,2024-06-11T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T11:40:42Z,None
1750,81200,2024-06-11T13:05:19Z,2024-06-11T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T13:05:19Z,None
260,9800,2024-06-11T14:20:01Z,2024-06-11T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T14:20:01Z,None
410,14300,2024-06-11T15:35:33Z,2024-06-11T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T15:35:33Z,None
950,53200,2024-06-11T16:50:50Z,2024-06-11T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T16:50:50Z,None
320,13400,2024-06-11T18:05:15Z,2024-06-11T18:05:35Z,62.252.0.1,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T18:05:15Z,None
710,31200,2024-06-11T19:20:28Z,2024-06-11T19:21:15Z,46.4.30.5,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T19:20:28Z,None
1100,59800,2024-06-11T20:35:44Z,2024-06-11T20:37:01Z,122.160.1.10,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T20:35:44Z,None
240,6430,2024-06-11T21:50:12Z,2024-06-11T21:50:35Z,142.104.1.1,CA,HTTPS,302,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T21:50:12Z,None
500,21500,2024-06-11T22:15:00Z,2024-06-11T22:15:45Z,87.200.1.20,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T22:15:00Z,None
680,29400,2024-06-11T23:45:10Z,2024-06-11T23:46:01Z,52.8.20.11,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-11T23:45:10Z,None
345,12450,2024-06-12T00:15:30Z,2024-06-12T00:16:12Z,93.184.216.34,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T00:15:30Z,None
180,4320,2024-06-12T01:30:05Z,2024-06-12T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T01:30:05Z,None
620,28450,2024-06-12T02:45:18Z,2024-06-12T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T02:45:18Z,None
1250,65400,2024-06-12T04:10:40Z,2024-06-12T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T04:10:40Z,None
210,5120,2024-06-12T05:25:11Z,2024-06-12T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T05:25:11Z,None
430,18900,2024-06-12T06:40:55Z,2024-06-12T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T06:40:55Z,None
150,7650,2024-06-12T07:55:22Z,2024-06-12T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T07:55:22Z,None
890,42100,2024-06-12T09:10:05Z,2024-06-12T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T09:10:05Z,None
310,11200,2024-06-12T10:25:37Z,2024-06-12T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T10:25:37Z,None
540,22300,2024-06-12T11:40:42Z,2024-06-12T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T11:40:42Z,None
1750,81200,2024-06-12T13:05:19Z,2024-06-12T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T13:05:19Z,None
260,9800,2024-06-12T14:20:01Z,2024-06-12T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T14:20:01Z,None
410,14300,2024-06-12T15:35:33Z,2024-06-12T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T15:35:33Z,None
950,53200,2024-06-12T16:50:50Z,2024-06-12T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T16:50:50Z,None
320,13400,2024-06-12T18:05:15Z,2024-06-12T18:05:35Z,62.252.0.1,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T18:05:15Z,None
710,31200,2024-06-12T19:20:28Z,2024-06-12T19:21:15Z,46.4.30.5,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T19:20:28Z,None
1100,59800,2024-06-12T20:35:44Z,2024-06-12T20:37:01Z,122.160.1.10,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T20:35:44Z,None
240,6430,2024-06-12T21:50:12Z,2024-06-12T21:50:35Z,142.104.1.1,CA,HTTPS,302,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T21:50:12Z,None
500,21500,2024-06-12T22:15:00Z,2024-06-12T22:15:45Z,87.200.1.20,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T22:15:00Z,None
680,29400,2024-06-12T23:45:10Z,2024-06-12T23:46:01Z,52.8.20.11,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-12T23:45:10Z,None
345,12450,2024-06-13T00:15:30Z,2024-06-13T00:16:12Z,93.184.216.34,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T00:15:30Z,None
180,4320,2024-06-13T01:30:05Z,2024-06-13T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T01:30:05Z,None
620,28450,2024-06-13T02:45:18Z,2024-06-13T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T02:45:18Z,None
1250,65400,2024-06-13T04:10:40Z,2024-06-13T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T04:10:40Z,None
210,5120,2024-06-13T05:25:11Z,2024-06-13T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T05:25:11Z,None
430,18900,2024-06-13T06:40:55Z,2024-06-13T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T06:40:55Z,None
150,7650,2024-06-13T07:55:22Z,2024-06-13T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T07:55:22Z,None
890,42100,2024-06-13T09:10:05Z,2024-06-13T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T09:10:05Z,None
310,11200,2024-06-13T10:25:37Z,2024-06-13T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T10:25:37Z,None
540,22300,2024-06-13T11:40:42Z,2024-06-13T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T11:40:42Z,None
1750,81200,2024-06-13T13:05:19Z,2024-06-13T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T13:05:19Z,None
260,9800,2024-06-13T14:20:01Z,2024-06-13T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T14:20:01Z,None
410,14300,2024-06-13T15:35:33Z,2024-06-13T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T15:35:33Z,None
950,53200,2024-06-13T16:50:50Z,2024-06-13T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T16:50:50Z,None
320,13400,2024-06-13T18:05:15Z,2024-06-13T18:05:35Z,62.252.0.1,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T18:05:15Z,None
710,31200,2024-06-13T19:20:28Z,2024-06-13T19:21:15Z,46.4.30.5,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T19:20:28Z,None
1100,59800,2024-06-13T20:35:44Z,2024-06-13T20:37:01Z,122.160.1.10,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T20:35:44Z,None
240,6430,2024-06-13T21:50:12Z,2024-06-13T21:50:35Z,142.104.1.1,CA,HTTPS,302,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T21:50:12Z,None
500,21500,2024-06-13T22:15:00Z,2024-06-13T22:15:45Z,87.200.1.20,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T22:15:00Z,None
680,29400,2024-06-13T23:45:10Z,2024-06-13T23:46:01Z,52.8.20.11,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-13T23:45:10Z,None
345,12450,2024-06-14T00:15:30Z,2024-06-14T00:16:12Z,93.184.216.34,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T00:15:30Z,None
180,4320,2024-06-14T01:30:05Z,2024-06-14T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T01:30:05Z,None
620,28450,2024-06-14T02:45:18Z,2024-06-14T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T02:45:18Z,None
1250,65400,2024-06-14T04:10:40Z,2024-06-14T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T04:10:40Z,None
210,5120,2024-06-14T05:25:11Z,2024-06-14T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T05:25:11Z,None
430,18900,2024-06-14T06:40:55Z,2024-06-14T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T06:40:55Z,None
150,7650,2024-06-14T07:55:22Z,2024-06-14T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T07:55:22Z,None
890,42100,2024-06-14T09:10:05Z,2024-06-14T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T09:10:05Z,None
310,11200,2024-06-14T10:25:37Z,2024-06-14T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T10:25:37Z,None
540,22300,2024-06-14T11:40:42Z,2024-06-14T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T11:40:42Z,None
1750,81200,2024-06-14T13:05:19Z,2024-06-14T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T13:05:19Z,None
260,9800,2024-06-14T14:20:01Z,2024-06-14T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T14:20:01Z,None
410,14300,2024-06-14T15:35:33Z,2024-06-14T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T15:35:33Z,None
950,53200,2024-06-14T16:50:50Z,2024-06-14T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T16:50:50Z,None
320,13400,2024-06-14T18:05:15Z,2024-06-14T18:05:35Z,62.252.0.1,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T18:05:15Z,None
710,31200,2024-06-14T19:20:28Z,2024-06-14T19:21:15Z,46.4.30.5,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T19:20:28Z,None
1100,59800,2024-06-14T20:35:44Z,2024-06-14T20:37:01Z,122.160.1.10,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T20:35:44Z,None
240,6430,2024-06-14T21:50:12Z,2024-06-14T21:50:35Z,142.104.1.1,CA,HTTPS,302,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T21:50:12Z,None
500,21500,2024-06-14T22:15:00Z,2024-06-14T22:15:45Z,87.200.1.20,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T22:15:00Z,None
680,29400,2024-06-14T23:45:10Z,2024-06-14T23:46:01Z,52.8.20.11,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-14T23:45:10Z,None
345,12450,2024-06-15T00:15:30Z,2024-06-15T00:16:12Z,93.184.216.34,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T00:15:30Z,None
180,4320,2024-06-15T01:30:05Z,2024-06-15T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T01:30:05Z,None
620,28450,2024-06-15T02:45:18Z,2024-06-15T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T02:45:18Z,None
1250,65400,2024-06-15T04:10:40Z,2024-06-15T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T04:10:40Z,None
210,5120,2024-06-15T05:25:11Z,2024-06-15T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T05:25:11Z,None
430,18900,2024-06-15T06:40:55Z,2024-06-15T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T06:40:55Z,None
150,7650,2024-06-15T07:55:22Z,2024-06-15T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T07:55:22Z,None
890,42100,2024-06-15T09:10:05Z,2024-06-15T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T09:10:05Z,None
310,11200,2024-06-15T10:25:37Z,2024-06-15T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T10:25:37Z,None
540,22300,2024-06-15T11:40:42Z,2024-06-15T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T11:40:42Z,None
1750,81200,2024-06-15T13:05:19Z,2024-06-15T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T13:05:19Z,None
260,9800,2024-06-15T14:20:01Z,2024-06-15T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T14:20:01Z,None
410,14300,2024-06-15T15:35:33Z,2024-06-15T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T15:35:33Z,None
950,53200,2024-06-15T16:50:50Z,2024-06-15T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T16:50:50Z,None
320,13400,2024-06-15T18:05:15Z,2024-06-15T18:05:35Z,62.252.0.1,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T18:05:15Z,None
710,31200,2024-06-15T19:20:28Z,2024-06-15T19:21:15Z,46.4.30.5,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T19:20:28Z,None
1100,59800,2024-06-15T20:35:44Z,2024-06-15T20:37:01Z,122.160.1.10,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T20:35:44Z,None
240,6430,2024-06-15T21:50:12Z,2024-06-15T21:50:35Z,142.104.1.1,CA,HTTPS,302,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T21:50:12Z,None
500,21500,2024-06-15T22:15:00Z,2024-06-15T22:15:45Z,87.200.1.20,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T22:15:00Z,None
680,29400,2024-06-15T23:45:10Z,2024-06-15T23:46:01Z,52.8.20.11,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-15T23:45:10Z,None
345,12450,2024-06-16T00:15:30Z,2024-06-16T00:16:12Z,93.184.216.34,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T00:15:30Z,None
180,4320,2024-06-16T01:30:05Z,2024-06-16T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T01:30:05Z,None
620,28450,2024-06-16T02:45:18Z,2024-06-16T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T02:45:18Z,None
1250,65400,2024-06-16T04:10:40Z,2024-06-16T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T04:10:40Z,None
210,5120,2024-06-16T05:25:11Z,2024-06-16T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T05:25:11Z,None
430,18900,2024-06-16T06:40:55Z,2024-06-16T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T06:40:55Z,None
150,7650,2024-06-16T07:55:22Z,2024-06-16T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T07:55:22Z,None
890,42100,2024-06-16T09:10:05Z,2024-06-16T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T09:10:05Z,None
310,11200,2024-06-16T10:25:37Z,2024-06-16T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T10:25:37Z,None
540,22300,2024-06-16T11:40:42Z,2024-06-16T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T11:40:42Z,None
1750,81200,2024-06-16T13:05:19Z,2024-06-16T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T13:05:19Z,None
260,9800,2024-06-16T14:20:01Z,2024-06-16T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T14:20:01Z,None
410,14300,2024-06-16T15:35:33Z,2024-06-16T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T15:35:33Z,None
950,53200,2024-06-16T16:50:50Z,2024-06-16T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T16:50:50Z,None
320,13400,2024-06-16T18:05:15Z,2024-06-16T18:05:35Z,62.252.0.1,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T18:05:15Z,None
710,31200,2024-06-16T19:20:28Z,2024-06-16T19:21:15Z,46.4.30.5,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T19:20:28Z,None
1100,59800,2024-06-16T20:35:44Z,2024-06-16T20:37:01Z,122.160.1.10,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T20:35:44Z,None
240,6430,2024-06-16T21:50:12Z,2024-06-16T21:50:35Z,142.104.1.1,CA,HTTPS,302,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T21:50:12Z,None
500,21500,2024-06-16T22:15:00Z,2024-06-16T22:15:45Z,87.200.1.20,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T22:15:00Z,None
680,29400,2024-06-16T23:45:10Z,2024-06-16T23:46:01Z,52.8.20.11,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-16T23:45:10Z,None
345,12450,2024-06-17T00:15:30Z,2024-06-17T00:16:12Z,93.184.216.34,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T00:15:30Z,None
180,4320,2024-06-17T01:30:05Z,2024-06-17T01:30:15Z,151.101.128.81,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T01:30:05Z,None
620,28450,2024-06-17T02:45:18Z,2024-06-17T02:46:02Z,193.99.144.80,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T02:45:18Z,None
1250,65400,2024-06-17T04:10:40Z,2024-06-17T04:12:10Z,103.21.164.2,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T04:10:40Z,None
210,5120,2024-06-17T05:25:11Z,2024-06-17T05:25:25Z,198.51.100.42,CA,HTTPS,301,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T05:25:11Z,None
430,18900,2024-06-17T06:40:55Z,2024-06-17T06:41:30Z,194.170.1.2,AE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T06:40:55Z,None
150,7650,2024-06-17T07:55:22Z,2024-06-17T07:55:40Z,104.244.42.1,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T07:55:22Z,None
890,42100,2024-06-17T09:10:05Z,2024-06-17T09:11:15Z,212.58.244.20,GB,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T09:10:05Z,None
310,11200,2024-06-17T10:25:37Z,2024-06-17T10:26:01Z,78.46.20.10,DE,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T10:25:37Z,None
540,22300,2024-06-17T11:40:42Z,2024-06-17T11:41:10Z,49.207.1.5,IN,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T11:40:42Z,None
1750,81200,2024-06-17T13:05:19Z,2024-06-17T13:07:04Z,142.250.190.46,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T13:05:19Z,None
260,9800,2024-06-17T14:20:01Z,2024-06-17T14:20:25Z,204.101.4.10,CA,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T14:20:01Z,None
410,14300,2024-06-17T15:35:33Z,2024-06-17T15:36:12Z,91.74.1.5,AE,HTTPS,404,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T15:35:33Z,None
950,53200,2024-06-17T16:50:50Z,2024-06-17T16:52:05Z,64.233.160.0,US,HTTPS,200,443,10.138.69.97,None,None,AWS_VPC_Flow,prod_webserver,2024-06-17T16:50:50Z,None
